transaction_id,member_id,branch,transaction_date,transaction_type,amount_kes,balance_after_kes,notes
SAV007860,MEM0338,Nairobi,2023-11-04,Deposit,2110.0,22030.0,Monthly contribution
SAV007861,MEM0338,Nairobi,2023-12-04,Deposit,1890.0,23920.0,Monthly contribution
SAV007862,MEM0338,Nairobi,2024-01-06,Deposit,1840.0,25760.0,Monthly contribution
SAV007863,MEM0338,Nairobi,2024-02-06,Deposit,1850.0,27610.0,Monthly contribution
SAV007864,MEM0338,Nairobi,2024-03-05,Deposit,2110.0,29720.0,Monthly contribution
SAV007865,MEM0338,Nairobi,2024-04-05,Deposit,1980.0,31700.0,Monthly contribution
SAV007866,MEM0338,Nairobi,2024-05-03,Deposit,1870.0,33570.0,Monthly contribution
SAV007867,MEM0338,Nairobi,2024-06-04,Deposit,2080.0,35650.0,Monthly contribution
SAV007868,MEM0338,Nairobi,2024-07-05,Deposit,2120.0,37770.0,Monthly contribution
SAV007869,MEM0338,Nairobi,2024-08-01,Deposit,2060.0,39830.0,Monthly contribution
SAV007870,MEM0338,Nairobi,2024-09-01,Deposit,1900.0,41730.0,Monthly contribution
SAV007871,MEM0338,Nairobi,2024-10-04,Deposit,2080.0,43810.0,Monthly contribution
SAV007872,MEM0338,Nairobi,2024-11-04,Deposit,1870.0,45680.0,Monthly contribution
SAV007873,MEM0338,Nairobi,2024-12-02,Deposit,1920.0,47600.0,Monthly contribution
SAV007874,MEM0339,Kisumu,2023-01-04,Deposit,1530.0,1530.0,Monthly contribution
SAV007875,MEM0339,Kisumu,2023-02-02,Deposit,1380.0,2910.0,Monthly contribution
SAV007876,MEM0339,Kisumu,2023-03-01,Deposit,1640.0,4550.0,Monthly contribution
SAV007877,MEM0339,Kisumu,2023-04-04,Deposit,1410.0,5960.0,Monthly contribution
SAV007878,MEM0339,Kisumu,2023-05-04,Deposit,1420.0,7380.0,Monthly contribution
SAV007879,MEM0339,Kisumu,2023-06-06,Deposit,1580.0,8960.0,Monthly contribution
SAV007880,MEM0339,Kisumu,2023-07-04,Deposit,1620.0,10580.0,Monthly contribution
SAV007881,MEM0339,Kisumu,2023-08-02,Deposit,1360.0,11940.0,Monthly contribution
SAV007882,MEM0340,Mombasa,2023-01-06,Deposit,470.0,470.0,Monthly contribution
SAV007883,MEM0340,Mombasa,2023-02-04,Deposit,510.0,980.0,Monthly contribution
SAV007884,MEM0340,Mombasa,2023-03-04,Deposit,470.0,1450.0,Monthly contribution
SAV007906,MEM0340,Mombasa,2023-03-10,Withdrawal,-10000.0,-8550.0,Member withdrawal request
SAV007885,MEM0340,Mombasa,2023-04-01,Deposit,530.0,-8020.0,Monthly contribution
SAV007886,MEM0340,Mombasa,2023-05-02,Deposit,460.0,-7560.0,Monthly contribution
SAV007887,MEM0340,Mombasa,2023-06-05,Deposit,460.0,-7100.0,Monthly contribution
SAV007888,MEM0340,Mombasa,2023-07-04,Deposit,510.0,-6590.0,Monthly contribution
SAV007889,MEM0340,Mombasa,2023-08-06,Deposit,500.0,-6090.0,Monthly contribution
SAV007890,MEM0340,Mombasa,2023-09-06,Deposit,490.0,-5600.0,Monthly contribution
SAV007891,MEM0340,Mombasa,2023-10-06,Deposit,500.0,-5100.0,Monthly contribution
SAV007892,MEM0340,Mombasa,2023-11-05,Deposit,490.0,-4610.0,Monthly contribution
SAV007893,MEM0340,Mombasa,2023-12-04,Deposit,460.0,-4150.0,Monthly contribution
SAV007894,MEM0340,Mombasa,2024-01-04,Deposit,450.0,-3700.0,Monthly contribution
SAV007895,MEM0340,Mombasa,2024-02-04,Deposit,510.0,-3190.0,Monthly contribution
SAV007896,MEM0340,Mombasa,2024-03-01,Deposit,460.0,-2730.0,Monthly contribution
SAV007897,MEM0340,Mombasa,2024-04-06,Deposit,480.0,-2250.0,Monthly contribution
SAV007898,MEM0340,Mombasa,2024-05-04,Deposit,490.0,-1760.0,Monthly contribution
SAV007899,MEM0340,Mombasa,2024-06-02,Deposit,500.0,-1260.0,Monthly contribution
SAV007900,MEM0340,Mombasa,2024-07-02,Deposit,540.0,-720.0,Monthly contribution
SAV007901,MEM0340,Mombasa,2024-08-02,Deposit,460.0,-260.0,Monthly contribution
SAV007902,MEM0340,Mombasa,2024-09-02,Deposit,460.0,200.0,Monthly contribution
SAV007903,MEM0340,Mombasa,2024-10-04,Deposit,520.0,720.0,Monthly contribution
SAV007904,MEM0340,Mombasa,2024-11-05,Deposit,520.0,1240.0,Monthly contribution
SAV007905,MEM0340,Mombasa,2024-12-03,Deposit,490.0,1730.0,Monthly contribution
SAV007907,MEM0341,Mombasa,2023-01-01,Deposit,1520.0,1520.0,Monthly contribution
SAV007908,MEM0341,Mombasa,2023-02-02,Deposit,1520.0,3040.0,Monthly contribution
SAV007909,MEM0341,Mombasa,2023-03-03,Deposit,1410.0,4450.0,Monthly contribution
SAV007931,MEM0341,Mombasa,2023-03-03,Withdrawal,-20000.0,-15550.0,Member withdrawal request
SAV007910,MEM0341,Mombasa,2023-04-06,Deposit,1390.0,-14160.0,Monthly contribution
SAV007911,MEM0341,Mombasa,2023-05-03,Deposit,1470.0,-12690.0,Monthly contribution
SAV007912,MEM0341,Mombasa,2023-06-01,Deposit,1370.0,-11320.0,Monthly contribution
SAV007913,MEM0341,Mombasa,2023-07-06,Deposit,1380.0,-9940.0,Monthly contribution
SAV007914,MEM0341,Mombasa,2023-08-05,Deposit,1430.0,-8510.0,Monthly contribution
SAV007915,MEM0341,Mombasa,2023-09-02,Deposit,1350.0,-7160.0,Monthly contribution
SAV007916,MEM0341,Mombasa,2023-10-02,Deposit,1450.0,-5710.0,Monthly contribution
SAV007917,MEM0341,Mombasa,2023-11-02,Deposit,1610.0,-4100.0,Monthly contribution
SAV007918,MEM0341,Mombasa,2023-12-04,Deposit,1410.0,-2690.0,Monthly contribution
SAV007919,MEM0341,Mombasa,2024-01-02,Deposit,1490.0,-1200.0,Monthly contribution
SAV007920,MEM0341,Mombasa,2024-02-04,Deposit,1380.0,180.0,Monthly contribution
SAV007921,MEM0341,Mombasa,2024-03-06,Deposit,1520.0,1700.0,Monthly contribution
SAV007922,MEM0341,Mombasa,2024-04-01,Deposit,1510.0,3210.0,Monthly contribution
SAV007923,MEM0341,Mombasa,2024-05-02,Deposit,1390.0,4600.0,Monthly contribution
SAV007924,MEM0341,Mombasa,2024-06-02,Deposit,1610.0,6210.0,Monthly contribution
SAV007925,MEM0341,Mombasa,2024-07-01,Deposit,1610.0,7820.0,Monthly contribution
SAV007926,MEM0341,Mombasa,2024-08-01,Deposit,1490.0,9310.0,Monthly contribution
SAV007927,MEM0341,Mombasa,2024-09-02,Deposit,1520.0,10830.0,Monthly contribution
SAV007928,MEM0341,Mombasa,2024-10-04,Deposit,1540.0,12370.0,Monthly contribution
SAV007929,MEM0341,Mombasa,2024-11-03,Deposit,1600.0,13970.0,Monthly contribution
SAV007930,MEM0341,Mombasa,2024-12-03,Deposit,1630.0,15600.0,Monthly contribution
SAV007932,MEM0342,Mombasa,2023-01-03,Deposit,1360.0,1360.0,Monthly contribution
SAV007933,MEM0342,Mombasa,2023-02-01,Deposit,1580.0,2940.0,Monthly contribution
SAV007934,MEM0342,Mombasa,2023-03-06,Deposit,1410.0,4350.0,Monthly contribution
SAV007935,MEM0342,Mombasa,2023-04-04,Deposit,1630.0,5980.0,Monthly contribution
SAV007936,MEM0342,Mombasa,2023-05-02,Deposit,1480.0,7460.0,Monthly contribution
SAV007937,MEM0342,Mombasa,2023-06-02,Deposit,1570.0,9030.0,Monthly contribution
SAV007938,MEM0342,Mombasa,2023-07-05,Deposit,1490.0,10520.0,Monthly contribution
SAV007939,MEM0342,Mombasa,2023-08-06,Deposit,1620.0,12140.0,Monthly contribution
SAV007940,MEM0342,Mombasa,2023-09-06,Deposit,1610.0,13750.0,Monthly contribution
SAV007941,MEM0342,Mombasa,2023-10-05,Deposit,1400.0,15150.0,Monthly contribution
SAV007942,MEM0342,Mombasa,2023-11-04,Deposit,1510.0,16660.0,Monthly contribution
SAV007943,MEM0342,Mombasa,2023-12-04,Deposit,1580.0,18240.0,Monthly contribution
SAV007944,MEM0342,Mombasa,2024-01-04,Deposit,1530.0,19770.0,Monthly contribution
SAV007945,MEM0342,Mombasa,2024-02-01,Deposit,1370.0,21140.0,Monthly contribution
SAV007946,MEM0342,Mombasa,2024-03-02,Deposit,1560.0,22700.0,Monthly contribution
SAV007947,MEM0342,Mombasa,2024-04-01,Deposit,1580.0,24280.0,Monthly contribution
SAV007948,MEM0342,Mombasa,2024-05-04,Deposit,1460.0,25740.0,Monthly contribution
SAV007949,MEM0342,Mombasa,2024-06-06,Deposit,1430.0,27170.0,Monthly contribution
SAV007950,MEM0342,Mombasa,2024-07-03,Deposit,1590.0,28760.0,Monthly contribution
SAV007951,MEM0342,Mombasa,2024-08-05,Deposit,1440.0,30200.0,Monthly contribution
SAV007952,MEM0342,Mombasa,2024-09-03,Deposit,1530.0,31730.0,Monthly contribution
SAV007953,MEM0342,Mombasa,2024-10-04,Deposit,1610.0,33340.0,Monthly contribution
SAV007954,MEM0342,Mombasa,2024-11-04,Deposit,1500.0,34840.0,Monthly contribution
SAV007957,MEM0342,Mombasa,2024-11-29,Withdrawal,-25000.0,9840.0,Member withdrawal request
SAV007955,MEM0342,Mombasa,2024-12-06,Deposit,1580.0,11420.0,Monthly contribution
SAV007956,MEM0342,Mombasa,2024-12-12,Withdrawal,-25000.0,-13580.0,Member withdrawal request
SAV007958,MEM0343,Nakuru,2023-01-05,Deposit,1020.0,1020.0,Monthly contribution
SAV007959,MEM0343,Nakuru,2023-02-03,Deposit,930.0,1950.0,Monthly contribution
SAV007960,MEM0343,Nakuru,2023-03-04,Deposit,920.0,2870.0,Monthly contribution
SAV007961,MEM0343,Nakuru,2023-04-05,Deposit,1100.0,3970.0,Monthly contribution
SAV007962,MEM0343,Nakuru,2023-05-06,Deposit,1000.0,4970.0,Monthly contribution
SAV007963,MEM0343,Nakuru,2023-06-06,Deposit,910.0,5880.0,Monthly contribution
SAV007964,MEM0343,Nakuru,2023-07-03,Deposit,950.0,6830.0,Monthly contribution
SAV007965,MEM0343,Nakuru,2023-08-05,Deposit,1070.0,7900.0,Monthly contribution
SAV007966,MEM0343,Nakuru,2023-09-03,Deposit,1000.0,8900.0,Monthly contribution
SAV007967,MEM0343,Nakuru,2023-10-03,Deposit,1090.0,9990.0,Monthly contribution
SAV007968,MEM0343,Nakuru,2023-11-05,Deposit,1080.0,11070.0,Monthly contribution
SAV007969,MEM0343,Nakuru,2023-12-03,Deposit,940.0,12010.0,Monthly contribution
SAV007970,MEM0343,Nakuru,2024-01-03,Deposit,940.0,12950.0,Monthly contribution
SAV007971,MEM0343,Nakuru,2024-02-04,Deposit,1000.0,13950.0,Monthly contribution
SAV007972,MEM0343,Nakuru,2024-03-05,Deposit,960.0,14910.0,Monthly contribution
SAV007973,MEM0343,Nakuru,2024-04-06,Deposit,980.0,15890.0,Monthly contribution
SAV007974,MEM0343,Nakuru,2024-05-05,Deposit,940.0,16830.0,Monthly contribution
SAV007975,MEM0343,Nakuru,2024-06-02,Deposit,1080.0,17910.0,Monthly contribution
SAV007976,MEM0343,Nakuru,2024-07-06,Deposit,1060.0,18970.0,Monthly contribution
SAV007977,MEM0343,Nakuru,2024-08-06,Deposit,960.0,19930.0,Monthly contribution
SAV007978,MEM0343,Nakuru,2024-09-06,Deposit,1040.0,20970.0,Monthly contribution
SAV007979,MEM0343,Nakuru,2024-10-03,Deposit,1010.0,21980.0,Monthly contribution
SAV007980,MEM0343,Nakuru,2024-11-04,Deposit,940.0,22920.0,Monthly contribution
SAV007981,MEM0343,Nakuru,2024-12-02,Deposit,1020.0,23940.0,Monthly contribution
SAV007982,MEM0344,Kisumu,2023-01-03,Deposit,1570.0,1570.0,Monthly contribution
SAV007983,MEM0344,Kisumu,2023-02-02,Deposit,1540.0,3110.0,Monthly contribution
SAV008006,MEM0344,Kisumu,2023-02-25,Withdrawal,-5000.0,-1890.0,Member withdrawal request
SAV007984,MEM0344,Kisumu,2023-03-06,Deposit,1530.0,-360.0,Monthly contribution
SAV007985,MEM0344,Kisumu,2023-04-02,Deposit,1600.0,1240.0,Monthly contribution
SAV007986,MEM0344,Kisumu,2023-05-04,Deposit,1620.0,2860.0,Monthly contribution
SAV007987,MEM0344,Kisumu,2023-06-04,Deposit,1460.0,4320.0,Monthly contribution
SAV007988,MEM0344,Kisumu,2023-07-03,Deposit,1500.0,5820.0,Monthly contribution
SAV007989,MEM0344,Kisumu,2023-08-04,Deposit,1630.0,7450.0,Monthly contribution
SAV007990,MEM0344,Kisumu,2023-09-02,Deposit,1510.0,8960.0,Monthly contribution
SAV007991,MEM0344,Kisumu,2023-10-01,Deposit,1430.0,10390.0,Monthly contribution
SAV007992,MEM0344,Kisumu,2023-11-04,Deposit,1430.0,11820.0,Monthly contribution
SAV007993,MEM0344,Kisumu,2023-12-04,Deposit,1590.0,13410.0,Monthly contribution
SAV007994,MEM0344,Kisumu,2024-01-02,Deposit,1350.0,14760.0,Monthly contribution
SAV007995,MEM0344,Kisumu,2024-02-03,Deposit,1590.0,16350.0,Monthly contribution
SAV007996,MEM0344,Kisumu,2024-03-04,Deposit,1630.0,17980.0,Monthly contribution
SAV007997,MEM0344,Kisumu,2024-04-05,Deposit,1630.0,19610.0,Monthly contribution
SAV007998,MEM0344,Kisumu,2024-05-03,Deposit,1530.0,21140.0,Monthly contribution
SAV007999,MEM0344,Kisumu,2024-06-04,Deposit,1500.0,22640.0,Monthly contribution
SAV008000,MEM0344,Kisumu,2024-07-01,Deposit,1410.0,24050.0,Monthly contribution
SAV008001,MEM0344,Kisumu,2024-08-06,Deposit,1640.0,25690.0,Monthly contribution
SAV008002,MEM0344,Kisumu,2024-09-05,Deposit,1640.0,27330.0,Monthly contribution
SAV008003,MEM0344,Kisumu,2024-10-04,Deposit,1380.0,28710.0,Monthly contribution
SAV008004,MEM0344,Kisumu,2024-11-01,Deposit,1470.0,30180.0,Monthly contribution
SAV008005,MEM0344,Kisumu,2024-12-01,Deposit,1390.0,31570.0,Monthly contribution
SAV008007,MEM0345,Nairobi,2023-01-03,Deposit,1600.0,1600.0,Monthly contribution
SAV008008,MEM0345,Nairobi,2023-02-05,Deposit,1380.0,2980.0,Monthly contribution
SAV008009,MEM0345,Nairobi,2023-03-01,Deposit,1430.0,4410.0,Monthly contribution
SAV008010,MEM0345,Nairobi,2023-04-06,Deposit,1630.0,6040.0,Monthly contribution
SAV008011,MEM0345,Nairobi,2023-05-01,Deposit,1480.0,7520.0,Monthly contribution
SAV008012,MEM0345,Nairobi,2023-06-05,Deposit,1620.0,9140.0,Monthly contribution
SAV008031,MEM0345,Nairobi,2023-06-19,Withdrawal,-10000.0,-860.0,Member withdrawal request
SAV008013,MEM0345,Nairobi,2023-07-01,Deposit,1370.0,510.0,Monthly contribution
SAV008014,MEM0345,Nairobi,2023-08-05,Deposit,1450.0,1960.0,Monthly contribution
SAV008032,MEM0345,Nairobi,2023-08-14,Withdrawal,-15000.0,-13040.0,Member withdrawal request
SAV008015,MEM0345,Nairobi,2023-09-03,Deposit,1570.0,-11470.0,Monthly contribution
SAV008016,MEM0345,Nairobi,2023-10-02,Deposit,1480.0,-9990.0,Monthly contribution
SAV008017,MEM0345,Nairobi,2023-11-05,Deposit,1420.0,-8570.0,Monthly contribution
SAV008018,MEM0345,Nairobi,2023-12-03,Deposit,1520.0,-7050.0,Monthly contribution
SAV008019,MEM0345,Nairobi,2024-01-03,Deposit,1630.0,-5420.0,Monthly contribution
SAV008020,MEM0345,Nairobi,2024-02-02,Deposit,1600.0,-3820.0,Monthly contribution
SAV008021,MEM0345,Nairobi,2024-03-05,Deposit,1360.0,-2460.0,Monthly contribution
SAV008022,MEM0345,Nairobi,2024-04-02,Deposit,1450.0,-1010.0,Monthly contribution
SAV008023,MEM0345,Nairobi,2024-05-04,Deposit,1400.0,390.0,Monthly contribution
SAV008024,MEM0345,Nairobi,2024-06-05,Deposit,1410.0,1800.0,Monthly contribution
SAV008025,MEM0345,Nairobi,2024-07-02,Deposit,1360.0,3160.0,Monthly contribution
SAV008026,MEM0345,Nairobi,2024-08-06,Deposit,1380.0,4540.0,Monthly contribution
SAV008027,MEM0345,Nairobi,2024-09-03,Deposit,1530.0,6070.0,Monthly contribution
SAV008028,MEM0345,Nairobi,2024-10-01,Deposit,1590.0,7660.0,Monthly contribution
SAV008029,MEM0345,Nairobi,2024-11-04,Deposit,1380.0,9040.0,Monthly contribution
SAV008030,MEM0345,Nairobi,2024-12-04,Deposit,1420.0,10460.0,Monthly contribution
SAV008033,MEM0346,Kisumu,2023-01-02,Deposit,1840.0,1840.0,Monthly contribution
SAV008034,MEM0346,Kisumu,2023-02-04,Deposit,2070.0,3910.0,Monthly contribution
SAV008035,MEM0346,Kisumu,2023-03-05,Deposit,2030.0,5940.0,Monthly contribution
SAV008036,MEM0346,Kisumu,2023-04-04,Deposit,2140.0,8080.0,Monthly contribution
SAV008037,MEM0346,Kisumu,2023-05-01,Deposit,1890.0,9970.0,Monthly contribution
SAV008038,MEM0346,Kisumu,2023-06-04,Deposit,2140.0,12110.0,Monthly contribution
SAV008039,MEM0346,Kisumu,2023-07-04,Deposit,2080.0,14190.0,Monthly contribution
SAV008040,MEM0346,Kisumu,2023-08-04,Deposit,1860.0,16050.0,Monthly contribution
SAV008041,MEM0346,Kisumu,2023-09-04,Deposit,2140.0,18190.0,Monthly contribution
SAV008042,MEM0346,Kisumu,2023-10-03,Deposit,1810.0,20000.0,Monthly contribution
SAV008043,MEM0346,Kisumu,2023-11-06,Deposit,1880.0,21880.0,Monthly contribution
SAV008044,MEM0346,Kisumu,2023-12-05,Deposit,2000.0,23880.0,Monthly contribution
SAV008045,MEM0346,Kisumu,2024-01-01,Deposit,1940.0,25820.0,Monthly contribution
SAV008046,MEM0346,Kisumu,2024-02-05,Deposit,2000.0,27820.0,Monthly contribution
SAV008047,MEM0346,Kisumu,2024-03-04,Deposit,1960.0,29780.0,Monthly contribution
SAV008048,MEM0346,Kisumu,2024-04-03,Deposit,2040.0,31820.0,Monthly contribution
SAV008049,MEM0346,Kisumu,2024-05-01,Deposit,1860.0,33680.0,Monthly contribution
SAV008050,MEM0346,Kisumu,2024-06-06,Deposit,2040.0,35720.0,Monthly contribution
SAV008051,MEM0346,Kisumu,2024-07-02,Deposit,2070.0,37790.0,Monthly contribution
SAV008052,MEM0346,Kisumu,2024-08-02,Deposit,2120.0,39910.0,Monthly contribution
SAV008053,MEM0346,Kisumu,2024-09-03,Deposit,1890.0,41800.0,Monthly contribution
SAV008054,MEM0346,Kisumu,2024-10-02,Deposit,1960.0,43760.0,Monthly contribution
SAV008055,MEM0346,Kisumu,2024-11-02,Deposit,2090.0,45850.0,Monthly contribution
SAV008056,MEM0346,Kisumu,2024-12-04,Deposit,1950.0,47800.0,Monthly contribution
SAV008057,MEM0347,Nairobi,2023-01-05,Deposit,2070.0,2070.0,Monthly contribution
SAV008058,MEM0347,Nairobi,2023-02-06,Deposit,1900.0,3970.0,Monthly contribution
SAV008059,MEM0347,Nairobi,2023-03-06,Deposit,1830.0,5800.0,Monthly contribution
SAV008060,MEM0347,Nairobi,2023-04-04,Deposit,2120.0,7920.0,Monthly contribution
SAV008061,MEM0347,Nairobi,2023-05-03,Deposit,2030.0,9950.0,Monthly contribution
SAV008062,MEM0347,Nairobi,2023-06-04,Deposit,1950.0,11900.0,Monthly contribution
SAV008063,MEM0347,Nairobi,2023-07-04,Deposit,1970.0,13870.0,Monthly contribution
SAV008064,MEM0347,Nairobi,2023-08-01,Deposit,2160.0,16030.0,Monthly contribution
SAV008065,MEM0347,Nairobi,2023-09-03,Deposit,1970.0,18000.0,Monthly contribution
SAV008066,MEM0347,Nairobi,2023-10-03,Deposit,1890.0,19890.0,Monthly contribution
SAV008067,MEM0347,Nairobi,2023-11-03,Deposit,2160.0,22050.0,Monthly contribution
SAV008068,MEM0347,Nairobi,2023-12-02,Deposit,1990.0,24040.0,Monthly contribution
SAV008069,MEM0347,Nairobi,2024-01-05,Deposit,1890.0,25930.0,Monthly contribution
SAV008070,MEM0347,Nairobi,2024-02-05,Deposit,2060.0,27990.0,Monthly contribution
SAV008071,MEM0347,Nairobi,2024-03-02,Deposit,2010.0,30000.0,Monthly contribution
SAV008072,MEM0347,Nairobi,2024-04-04,Deposit,2140.0,32140.0,Monthly contribution
SAV008073,MEM0347,Nairobi,2024-05-02,Deposit,1950.0,34090.0,Monthly contribution
SAV008074,MEM0347,Nairobi,2024-06-02,Deposit,1840.0,35930.0,Monthly contribution
SAV008075,MEM0347,Nairobi,2024-07-06,Deposit,1840.0,37770.0,Monthly contribution
SAV008076,MEM0347,Nairobi,2024-08-03,Deposit,2020.0,39790.0,Monthly contribution
SAV008077,MEM0347,Nairobi,2024-09-03,Deposit,1830.0,41620.0,Monthly contribution
SAV008078,MEM0347,Nairobi,2024-10-03,Deposit,1980.0,43600.0,Monthly contribution
SAV008079,MEM0347,Nairobi,2024-11-04,Deposit,1860.0,45460.0,Monthly contribution
SAV008080,MEM0347,Nairobi,2024-12-02,Deposit,1910.0,47370.0,Monthly contribution
SAV008081,MEM0348,Kisumu,2023-01-02,Deposit,490.0,490.0,Monthly contribution
SAV008082,MEM0348,Kisumu,2023-02-02,Deposit,500.0,990.0,Monthly contribution
SAV008083,MEM0348,Kisumu,2023-03-05,Deposit,540.0,1530.0,Monthly contribution
SAV008084,MEM0348,Kisumu,2023-04-06,Deposit,460.0,1990.0,Monthly contribution
SAV008085,MEM0348,Kisumu,2023-05-06,Deposit,530.0,2520.0,Monthly contribution
SAV008086,MEM0348,Kisumu,2023-06-05,Deposit,470.0,2990.0,Monthly contribution
SAV008087,MEM0348,Kisumu,2023-07-04,Deposit,500.0,3490.0,Monthly contribution
SAV008088,MEM0348,Kisumu,2023-08-02,Deposit,540.0,4030.0,Monthly contribution
SAV008089,MEM0348,Kisumu,2023-09-02,Deposit,450.0,4480.0,Monthly contribution
SAV008090,MEM0348,Kisumu,2023-10-01,Deposit,510.0,4990.0,Monthly contribution
SAV008106,MEM0348,Kisumu,2023-10-13,Withdrawal,-20000.0,-15010.0,Member withdrawal request
SAV008091,MEM0348,Kisumu,2023-11-01,Deposit,460.0,-14550.0,Monthly contribution
SAV008092,MEM0348,Kisumu,2023-12-02,Deposit,480.0,-14070.0,Monthly contribution
SAV008093,MEM0348,Kisumu,2024-01-04,Deposit,500.0,-13570.0,Monthly contribution
SAV008105,MEM0348,Kisumu,2024-01-12,Withdrawal,-25000.0,-38570.0,Member withdrawal request
SAV008094,MEM0348,Kisumu,2024-02-03,Deposit,510.0,-38060.0,Monthly contribution
SAV008095,MEM0348,Kisumu,2024-03-02,Deposit,520.0,-37540.0,Monthly contribution
SAV008096,MEM0348,Kisumu,2024-04-02,Deposit,500.0,-37040.0,Monthly contribution
SAV008097,MEM0348,Kisumu,2024-05-01,Deposit,470.0,-36570.0,Monthly contribution
SAV008098,MEM0348,Kisumu,2024-06-02,Deposit,480.0,-36090.0,Monthly contribution
SAV008099,MEM0348,Kisumu,2024-07-05,Deposit,530.0,-35560.0,Monthly contribution
SAV008100,MEM0348,Kisumu,2024-08-05,Deposit,530.0,-35030.0,Monthly contribution
SAV008101,MEM0348,Kisumu,2024-09-01,Deposit,500.0,-34530.0,Monthly contribution
SAV008102,MEM0348,Kisumu,2024-10-02,Deposit,490.0,-34040.0,Monthly contribution
SAV008103,MEM0348,Kisumu,2024-11-02,Deposit,450.0,-33590.0,Monthly contribution
SAV008104,MEM0348,Kisumu,2024-12-02,Deposit,530.0,-33060.0,Monthly contribution
SAV008107,MEM0349,Nairobi,2023-01-06,Deposit,1490.0,1490.0,Monthly contribution
SAV008108,MEM0349,Nairobi,2023-02-02,Deposit,1380.0,2870.0,Monthly contribution
SAV008109,MEM0349,Nairobi,2023-03-05,Deposit,1400.0,4270.0,Monthly contribution
SAV008110,MEM0349,Nairobi,2023-04-01,Deposit,1580.0,5850.0,Monthly contribution
SAV008111,MEM0349,Nairobi,2023-05-02,Deposit,1640.0,7490.0,Monthly contribution
SAV008112,MEM0349,Nairobi,2023-06-04,Deposit,1350.0,8840.0,Monthly contribution
SAV008113,MEM0349,Nairobi,2023-07-04,Deposit,1510.0,10350.0,Monthly contribution
SAV008114,MEM0349,Nairobi,2023-08-04,Deposit,1550.0,11900.0,Monthly contribution
SAV008115,MEM0349,Nairobi,2023-09-06,Deposit,1520.0,13420.0,Monthly contribution
SAV008116,MEM0349,Nairobi,2023-10-05,Deposit,1470.0,14890.0,Monthly contribution
SAV008117,MEM0349,Nairobi,2023-11-06,Deposit,1490.0,16380.0,Monthly contribution
SAV008118,MEM0349,Nairobi,2023-12-03,Deposit,1630.0,18010.0,Monthly contribution
SAV008119,MEM0349,Nairobi,2024-01-05,Deposit,1590.0,19600.0,Monthly contribution
SAV008120,MEM0350,Nairobi,2023-01-04,Deposit,2140.0,2140.0,Monthly contribution
SAV008121,MEM0350,Nairobi,2023-02-05,Deposit,2100.0,4240.0,Monthly contribution
SAV008122,MEM0350,Nairobi,2023-03-02,Deposit,2170.0,6410.0,Monthly contribution
SAV008123,MEM0350,Nairobi,2023-04-04,Deposit,2000.0,8410.0,Monthly contribution
SAV008124,MEM0350,Nairobi,2023-05-01,Deposit,1850.0,10260.0,Monthly contribution
SAV008125,MEM0350,Nairobi,2023-06-05,Deposit,1880.0,12140.0,Monthly contribution
SAV008126,MEM0350,Nairobi,2023-07-03,Deposit,2200.0,14340.0,Monthly contribution
SAV008127,MEM0350,Nairobi,2023-08-04,Deposit,1850.0,16190.0,Monthly contribution
SAV008128,MEM0350,Nairobi,2023-09-03,Deposit,1950.0,18140.0,Monthly contribution
SAV008129,MEM0350,Nairobi,2023-10-03,Deposit,1950.0,20090.0,Monthly contribution
SAV008130,MEM0350,Nairobi,2023-11-01,Deposit,1990.0,22080.0,Monthly contribution
SAV008131,MEM0350,Nairobi,2023-12-06,Deposit,1890.0,23970.0,Monthly contribution
SAV008132,MEM0350,Nairobi,2024-01-04,Deposit,2100.0,26070.0,Monthly contribution
SAV008133,MEM0350,Nairobi,2024-02-06,Deposit,2150.0,28220.0,Monthly contribution
SAV008134,MEM0350,Nairobi,2024-03-03,Deposit,1860.0,30080.0,Monthly contribution
SAV008135,MEM0350,Nairobi,2024-04-02,Deposit,1960.0,32040.0,Monthly contribution
SAV008136,MEM0350,Nairobi,2024-05-02,Deposit,1810.0,33850.0,Monthly contribution
SAV008137,MEM0351,Mombasa,2023-01-03,Deposit,1620.0,1620.0,Monthly contribution
SAV008138,MEM0351,Mombasa,2023-02-04,Deposit,1500.0,3120.0,Monthly contribution
SAV008139,MEM0351,Mombasa,2023-03-03,Deposit,1560.0,4680.0,Monthly contribution
SAV008140,MEM0351,Mombasa,2023-04-04,Deposit,1610.0,6290.0,Monthly contribution
SAV008141,MEM0351,Mombasa,2023-05-01,Deposit,1390.0,7680.0,Monthly contribution
SAV008142,MEM0351,Mombasa,2023-06-02,Deposit,1420.0,9100.0,Monthly contribution
SAV008143,MEM0351,Mombasa,2023-07-01,Deposit,1620.0,10720.0,Monthly contribution
SAV008144,MEM0351,Mombasa,2023-08-01,Deposit,1440.0,12160.0,Monthly contribution
SAV008145,MEM0351,Mombasa,2023-09-04,Deposit,1460.0,13620.0,Monthly contribution
SAV008146,MEM0351,Mombasa,2023-10-04,Deposit,1620.0,15240.0,Monthly contribution
SAV008161,MEM0351,Mombasa,2023-10-19,Withdrawal,-15000.0,240.0,Member withdrawal request
SAV008147,MEM0351,Mombasa,2023-11-03,Deposit,1370.0,1610.0,Monthly contribution
SAV008148,MEM0351,Mombasa,2023-12-05,Deposit,1460.0,3070.0,Monthly contribution
