payment_id,loan_id,member_id,branch,due_date,payment_date,installment_due_kes,amount_paid_kes,days_late,payment_status
PAY0006107,LN00663,MEM0515,Kisumu,2024-02-12,2024-02-15,35502.9,35502.9,3,Paid on Time
PAY0006108,LN00663,MEM0515,Kisumu,2024-03-12,2024-03-13,35502.9,35502.9,1,Paid on Time
PAY0006109,LN00663,MEM0515,Kisumu,2024-04-12,2024-04-13,35502.9,35502.9,1,Paid on Time
PAY0006110,LN00663,MEM0515,Kisumu,2024-05-12,2024-05-13,35502.9,35502.9,1,Paid on Time
PAY0006111,LN00663,MEM0515,Kisumu,2024-06-12,2024-06-16,35502.9,35502.9,4,Paid on Time
PAY0006112,LN00663,MEM0515,Kisumu,2024-07-12,2024-07-20,35502.9,35502.9,8,Late Payment
PAY0006113,LN00664,MEM0516,Nairobi,2023-06-04,2023-07-01,4975.28,2487.64,27,Partial Payment
PAY0006114,LN00664,MEM0516,Nairobi,2023-07-04,2023-07-07,4975.28,4975.28,3,Paid on Time
PAY0006115,LN00664,MEM0516,Nairobi,2023-08-04,2023-08-04,4975.28,4975.28,0,Paid on Time
PAY0006116,LN00664,MEM0516,Nairobi,2023-09-04,2023-09-06,4975.28,4975.28,2,Paid on Time
PAY0006117,LN00664,MEM0516,Nairobi,2023-10-04,2023-10-09,4975.28,4975.28,5,Paid on Time
PAY0006118,LN00664,MEM0516,Nairobi,2023-11-04,2023-11-09,4975.28,4975.28,5,Paid on Time
PAY0006119,LN00665,MEM0516,Nairobi,2024-08-15,2024-08-18,45558.93,45558.93,3,Paid on Time
PAY0006120,LN00665,MEM0516,Nairobi,2024-09-15,2024-09-19,45558.93,45558.93,4,Paid on Time
PAY0006121,LN00665,MEM0516,Nairobi,2024-10-15,2024-10-16,45558.93,45558.93,1,Paid on Time
PAY0006122,LN00665,MEM0516,Nairobi,2024-11-15,2024-11-17,45558.93,45558.93,2,Paid on Time
PAY0006123,LN00665,MEM0516,Nairobi,2024-12-15,2024-12-17,45558.93,45558.93,2,Paid on Time
PAY0006124,LN00666,MEM0516,Nairobi,2024-10-24,2024-10-26,10401.75,10401.75,2,Paid on Time
PAY0006125,LN00666,MEM0516,Nairobi,2024-11-24,2024-11-28,10401.75,10401.75,4,Paid on Time
PAY0006126,LN00666,MEM0516,Nairobi,2024-12-24,2024-12-29,10401.75,10401.75,5,Paid on Time
PAY0006127,LN00667,MEM0517,Nairobi,2023-04-13,2023-04-17,35393.3,35393.3,4,Paid on Time
PAY0006128,LN00667,MEM0517,Nairobi,2023-05-13,2023-05-17,35393.3,35393.3,4,Paid on Time
PAY0006129,LN00667,MEM0517,Nairobi,2023-06-13,2023-06-13,35393.3,35393.3,0,Paid on Time
PAY0006130,LN00667,MEM0517,Nairobi,2023-07-13,2023-07-15,35393.3,35393.3,2,Paid on Time
PAY0006131,LN00667,MEM0517,Nairobi,2023-08-13,2023-08-16,35393.3,35393.3,3,Paid on Time
PAY0006132,LN00667,MEM0517,Nairobi,2023-09-13,2023-09-16,35393.3,35393.3,3,Paid on Time
PAY0006133,LN00667,MEM0517,Nairobi,2023-10-13,2023-10-16,35393.3,35393.3,3,Paid on Time
PAY0006134,LN00667,MEM0517,Nairobi,2023-11-13,2023-11-16,35393.3,35393.3,3,Paid on Time
PAY0006135,LN00667,MEM0517,Nairobi,2023-12-13,2023-12-16,35393.3,35393.3,3,Paid on Time
PAY0006136,LN00667,MEM0517,Nairobi,2024-01-13,2024-02-10,35393.3,17696.65,28,Partial Payment
PAY0006137,LN00667,MEM0517,Nairobi,2024-02-13,2024-02-14,35393.3,35393.3,1,Paid on Time
PAY0006138,LN00667,MEM0517,Nairobi,2024-03-13,2024-03-13,35393.3,35393.3,0,Paid on Time
PAY0006139,LN00667,MEM0517,Nairobi,2024-04-13,2024-04-13,35393.3,35393.3,0,Paid on Time
PAY0006140,LN00667,MEM0517,Nairobi,2024-05-13,2024-05-16,35393.3,35393.3,3,Paid on Time
PAY0006141,LN00667,MEM0517,Nairobi,2024-06-13,2024-06-14,35393.3,35393.3,1,Paid on Time
PAY0006142,LN00667,MEM0517,Nairobi,2024-07-13,2024-07-15,35393.3,35393.3,2,Paid on Time
PAY0006143,LN00667,MEM0517,Nairobi,2024-08-13,2024-08-17,35393.3,35393.3,4,Paid on Time
PAY0006144,LN00667,MEM0517,Nairobi,2024-09-13,2024-09-13,35393.3,35393.3,0,Paid on Time
PAY0006145,LN00667,MEM0517,Nairobi,2024-10-13,2024-10-13,35393.3,35393.3,0,Paid on Time
PAY0006146,LN00667,MEM0517,Nairobi,2024-11-13,2024-11-14,35393.3,35393.3,1,Paid on Time
PAY0006147,LN00667,MEM0517,Nairobi,2024-12-13,2024-12-16,35393.3,35393.3,3,Paid on Time
PAY0006148,LN00668,MEM0517,Nairobi,2023-11-22,2023-11-25,3945.91,3945.91,3,Paid on Time
PAY0006149,LN00668,MEM0517,Nairobi,2023-12-22,2023-12-26,3945.91,3945.91,4,Paid on Time
PAY0006150,LN00668,MEM0517,Nairobi,2024-01-22,2024-01-24,3945.91,3945.91,2,Paid on Time
PAY0006151,LN00668,MEM0517,Nairobi,2024-02-22,2024-02-26,3945.91,3945.91,4,Paid on Time
PAY0006152,LN00668,MEM0517,Nairobi,2024-03-22,2024-03-22,3945.91,3945.91,0,Paid on Time
PAY0006153,LN00668,MEM0517,Nairobi,2024-04-22,2024-04-25,3945.91,3945.91,3,Paid on Time
PAY0006154,LN00669,MEM0518,Mombasa,2024-05-06,2024-05-09,18725.02,18725.02,3,Paid on Time
PAY0006155,LN00669,MEM0518,Mombasa,2024-06-06,2024-06-08,18725.02,18725.02,2,Paid on Time
PAY0006156,LN00669,MEM0518,Mombasa,2024-07-06,2024-07-11,18725.02,18725.02,5,Paid on Time
PAY0006157,LN00669,MEM0518,Mombasa,2024-08-06,2024-08-10,18725.02,18725.02,4,Paid on Time
PAY0006158,LN00669,MEM0518,Mombasa,2024-09-06,2024-09-10,18725.02,18725.02,4,Paid on Time
PAY0006159,LN00669,MEM0518,Mombasa,2024-10-06,2024-10-22,18725.02,18725.02,16,Late Payment
PAY0006160,LN00669,MEM0518,Mombasa,2024-11-06,2024-11-09,18725.02,18725.02,3,Paid on Time
PAY0006161,LN00669,MEM0518,Mombasa,2024-12-06,2024-12-10,18725.02,18725.02,4,Paid on Time
PAY0006162,LN00670,MEM0520,Mombasa,2024-05-17,2024-05-19,11323.05,11323.05,2,Paid on Time
PAY0006163,LN00670,MEM0520,Mombasa,2024-06-17,2024-06-19,11323.05,11323.05,2,Paid on Time
PAY0006164,LN00670,MEM0520,Mombasa,2024-07-17,2024-07-21,11323.05,11323.05,4,Paid on Time
PAY0006165,LN00670,MEM0520,Mombasa,2024-08-17,2024-08-17,11323.05,11323.05,0,Paid on Time
PAY0006166,LN00670,MEM0520,Mombasa,2024-09-17,2024-09-20,11323.05,11323.05,3,Paid on Time
PAY0006167,LN00670,MEM0520,Mombasa,2024-10-17,2024-10-21,11323.05,11323.05,4,Paid on Time
PAY0006168,LN00671,MEM0520,Mombasa,2023-03-13,2023-06-05,5575.96,2481.14,84,Partial Payment
PAY0006169,LN00671,MEM0520,Mombasa,2023-04-13,2023-06-24,5575.96,3124.17,72,Partial Payment
PAY0006170,LN00671,MEM0520,Mombasa,2023-05-13,2023-07-23,5575.96,1862.59,71,Partial Payment
PAY0006171,LN00671,MEM0520,Mombasa,2023-06-13,2023-08-16,5575.96,2453.87,64,Partial Payment
PAY0006172,LN00671,MEM0520,Mombasa,2023-07-13,2023-09-16,5575.96,3315.16,65,Partial Payment
PAY0006173,LN00671,MEM0520,Mombasa,2023-08-13,2023-10-24,5575.96,3084.24,72,Partial Payment
PAY0006174,LN00671,MEM0520,Mombasa,2023-09-13,2023-11-17,5575.96,2646.64,65,Partial Payment
PAY0006175,LN00671,MEM0520,Mombasa,2023-10-13,2024-01-06,5575.96,2622.24,85,Partial Payment
PAY0006176,LN00671,MEM0520,Mombasa,2023-11-13,2024-01-14,5575.96,3670.88,62,Partial Payment
PAY0006177,LN00671,MEM0520,Mombasa,2023-12-13,2024-03-03,5575.96,3758.25,81,Partial Payment
PAY0006178,LN00671,MEM0520,Mombasa,2024-01-13,2024-03-26,5575.96,3700.46,73,Partial Payment
PAY0006179,LN00671,MEM0520,Mombasa,2024-02-13,2024-05-13,5575.96,1982.17,90,Partial Payment
PAY0006180,LN00671,MEM0520,Mombasa,2024-03-13,2024-06-03,5575.96,3580.59,82,Partial Payment
PAY0006181,LN00671,MEM0520,Mombasa,2024-04-13,2024-07-12,5575.96,3330.62,90,Partial Payment
PAY0006182,LN00671,MEM0520,Mombasa,2024-05-13,2024-08-09,5575.96,2550.19,88,Partial Payment
PAY0006183,LN00671,MEM0520,Mombasa,2024-06-13,2024-08-22,5575.96,2206.53,70,Partial Payment
PAY0006184,LN00671,MEM0520,Mombasa,2024-07-13,2024-10-06,5575.96,1676.21,85,Partial Payment
PAY0006185,LN00671,MEM0520,Mombasa,2024-08-13,2024-10-27,5575.96,3595.39,75,Partial Payment
PAY0006186,LN00671,MEM0520,Mombasa,2024-09-13,2024-11-30,5575.96,1678.08,78,Partial Payment
PAY0006187,LN00671,MEM0520,Mombasa,2024-10-13,2025-01-04,5575.96,3363.64,83,Partial Payment
PAY0006188,LN00671,MEM0520,Mombasa,2024-11-13,2025-01-27,5575.96,3345.57,75,Partial Payment
PAY0006189,LN00671,MEM0520,Mombasa,2024-12-13,2025-02-26,5575.96,2796.32,75,Partial Payment
PAY0006190,LN00672,MEM0521,Kisumu,2024-03-16,2024-03-21,17254.84,17254.84,5,Paid on Time
PAY0006191,LN00672,MEM0521,Kisumu,2024-04-16,2024-04-17,17254.84,17254.84,1,Paid on Time
PAY0006192,LN00672,MEM0521,Kisumu,2024-05-16,2024-05-17,17254.84,17254.84,1,Paid on Time
PAY0006193,LN00672,MEM0521,Kisumu,2024-06-16,2024-06-17,17254.84,17254.84,1,Paid on Time
PAY0006194,LN00672,MEM0521,Kisumu,2024-07-16,2024-07-21,17254.84,17254.84,5,Paid on Time
PAY0006195,LN00672,MEM0521,Kisumu,2024-08-16,2024-08-17,17254.84,17254.84,1,Paid on Time
PAY0006196,LN00673,MEM0522,Nakuru,2024-06-16,2024-06-17,28220.38,28220.38,1,Paid on Time
PAY0006197,LN00673,MEM0522,Nakuru,2024-07-16,2024-07-21,28220.38,28220.38,5,Paid on Time
PAY0006198,LN00673,MEM0522,Nakuru,2024-08-16,2024-08-16,28220.38,28220.38,0,Paid on Time
PAY0006199,LN00673,MEM0522,Nakuru,2024-09-16,2024-09-24,28220.38,28220.38,8,Late Payment
PAY0006200,LN00673,MEM0522,Nakuru,2024-10-16,2024-10-21,28220.38,28220.38,5,Paid on Time
PAY0006201,LN00673,MEM0522,Nakuru,2024-11-16,2024-11-16,28220.38,28220.38,0,Paid on Time
PAY0006202,LN00673,MEM0522,Nakuru,2024-12-16,2024-12-19,28220.38,28220.38,3,Paid on Time
PAY0006203,LN00674,MEM0523,Nakuru,2023-03-25,2023-04-15,14835.98,7417.99,21,Partial Payment
PAY0006204,LN00674,MEM0523,Nakuru,2023-04-25,2023-04-25,14835.98,14835.98,0,Paid on Time
PAY0006205,LN00674,MEM0523,Nakuru,2023-05-25,2023-05-30,14835.98,14835.98,5,Paid on Time
PAY0006206,LN00674,MEM0523,Nakuru,2023-06-25,2023-06-26,14835.98,14835.98,1,Paid on Time
PAY0006207,LN00674,MEM0523,Nakuru,2023-07-25,2023-07-30,14835.98,14835.98,5,Paid on Time
PAY0006208,LN00674,MEM0523,Nakuru,2023-08-25,2023-08-25,14835.98,14835.98,0,Paid on Time
PAY0006209,LN00674,MEM0523,Nakuru,2023-09-25,2023-10-03,14835.98,14835.98,8,Late Payment
PAY0006210,LN00674,MEM0523,Nakuru,2023-10-25,2023-10-29,14835.98,14835.98,4,Paid on Time
PAY0006211,LN00674,MEM0523,Nakuru,2023-11-25,2023-11-28,14835.98,14835.98,3,Paid on Time
PAY0006212,LN00674,MEM0523,Nakuru,2023-12-25,2023-12-27,14835.98,14835.98,2,Paid on Time
PAY0006213,LN00674,MEM0523,Nakuru,2024-01-25,2024-02-17,14835.98,14835.98,23,Late Payment
PAY0006214,LN00674,MEM0523,Nakuru,2024-02-25,2024-03-01,14835.98,14835.98,5,Paid on Time
PAY0006215,LN00674,MEM0523,Nakuru,2024-03-25,2024-03-29,14835.98,14835.98,4,Paid on Time
PAY0006216,LN00674,MEM0523,Nakuru,2024-04-25,2024-04-26,14835.98,14835.98,1,Paid on Time
PAY0006217,LN00674,MEM0523,Nakuru,2024-05-25,2024-05-29,14835.98,14835.98,4,Paid on Time
PAY0006218,LN00674,MEM0523,Nakuru,2024-06-25,2024-06-30,14835.98,14835.98,5,Paid on Time
PAY0006219,LN00674,MEM0523,Nakuru,2024-07-25,2024-07-27,14835.98,14835.98,2,Paid on Time
PAY0006220,LN00674,MEM0523,Nakuru,2024-08-25,2024-08-27,14835.98,14835.98,2,Paid on Time
PAY0006221,LN00674,MEM0523,Nakuru,2024-09-25,2024-09-28,14835.98,14835.98,3,Paid on Time
PAY0006222,LN00674,MEM0523,Nakuru,2024-10-25,2024-10-28,14835.98,14835.98,3,Paid on Time
PAY0006223,LN00674,MEM0523,Nakuru,2024-11-25,2024-12-05,14835.98,7417.99,10,Partial Payment
PAY0006224,LN00674,MEM0523,Nakuru,2024-12-25,2024-12-30,14835.98,14835.98,5,Paid on Time
PAY0006225,LN00675,MEM0524,Nairobi,2023-06-28,2023-07-03,16392.09,16392.09,5,Paid on Time
PAY0006226,LN00675,MEM0524,Nairobi,2023-07-28,2023-08-01,16392.09,16392.09,4,Paid on Time
PAY0006227,LN00675,MEM0524,Nairobi,2023-08-28,2023-08-28,16392.09,16392.09,0,Paid on Time
PAY0006228,LN00675,MEM0524,Nairobi,2023-09-28,2023-09-30,16392.09,16392.09,2,Paid on Time
PAY0006229,LN00675,MEM0524,Nairobi,2023-10-28,2023-11-21,16392.09,8196.05,24,Partial Payment
PAY0006230,LN00675,MEM0524,Nairobi,2023-11-28,2023-12-01,16392.09,16392.09,3,Paid on Time
PAY0006231,LN00676,MEM0525,Kisumu,2023-02-17,2023-02-21,26086.52,26086.52,4,Paid on Time
PAY0006232,LN00676,MEM0525,Kisumu,2023-03-17,2023-03-18,26086.52,26086.52,1,Paid on Time
PAY0006233,LN00676,MEM0525,Kisumu,2023-04-17,2023-04-20,26086.52,26086.52,3,Paid on Time
PAY0006234,LN00676,MEM0525,Kisumu,2023-05-17,2023-05-21,26086.52,26086.52,4,Paid on Time
PAY0006235,LN00676,MEM0525,Kisumu,2023-06-17,2023-06-17,26086.52,26086.52,0,Paid on Time
PAY0006236,LN00676,MEM0525,Kisumu,2023-07-17,2023-07-18,26086.52,26086.52,1,Paid on Time
PAY0006237,LN00676,MEM0525,Kisumu,2023-08-17,2023-09-09,26086.52,26086.52,23,Late Payment
PAY0006238,LN00676,MEM0525,Kisumu,2023-09-17,2023-09-20,26086.52,26086.52,3,Paid on Time
PAY0006239,LN00676,MEM0525,Kisumu,2023-10-17,2023-10-21,26086.52,26086.52,4,Paid on Time
PAY0006240,LN00676,MEM0525,Kisumu,2023-11-17,2023-11-19,26086.52,26086.52,2,Paid on Time
PAY0006241,LN00676,MEM0525,Kisumu,2023-12-17,2023-12-18,26086.52,26086.52,1,Paid on Time
PAY0006242,LN00676,MEM0525,Kisumu,2024-01-17,2024-01-21,26086.52,26086.52,4,Paid on Time
PAY0006243,LN00676,MEM0525,Kisumu,2024-02-17,2024-02-21,26086.52,26086.52,4,Paid on Time
PAY0006244,LN00676,MEM0525,Kisumu,2024-03-17,2024-03-20,26086.52,26086.52,3,Paid on Time
PAY0006245,LN00676,MEM0525,Kisumu,2024-04-17,2024-04-19,26086.52,26086.52,2,Paid on Time
PAY0006246,LN00676,MEM0525,Kisumu,2024-05-17,2024-05-20,26086.52,26086.52,3,Paid on Time
PAY0006247,LN00676,MEM0525,Kisumu,2024-06-17,2024-06-17,26086.52,26086.52,0,Paid on Time
PAY0006248,LN00676,MEM0525,Kisumu,2024-07-17,2024-07-21,26086.52,26086.52,4,Paid on Time
PAY0006249,LN00676,MEM0525,Kisumu,2024-08-17,2024-08-17,26086.52,26086.52,0,Paid on Time
PAY0006250,LN00676,MEM0525,Kisumu,2024-09-17,2024-09-30,26086.52,26086.52,13,Late Payment
PAY0006251,LN00676,MEM0525,Kisumu,2024-10-17,2024-10-18,26086.52,26086.52,1,Paid on Time
PAY0006252,LN00676,MEM0525,Kisumu,2024-11-17,2024-11-21,26086.52,26086.52,4,Paid on Time
PAY0006253,LN00676,MEM0525,Kisumu,2024-12-17,2024-12-17,26086.52,26086.52,0,Paid on Time
PAY0006254,LN00677,MEM0526,Nairobi,2024-03-01,2024-03-04,15459.69,15459.69,3,Paid on Time
PAY0006255,LN00677,MEM0526,Nairobi,2024-04-01,2024-04-29,15459.69,15459.69,28,Late Payment
PAY0006256,LN00677,MEM0526,Nairobi,2024-05-01,2024-05-06,15459.69,15459.69,5,Paid on Time
PAY0006257,LN00677,MEM0526,Nairobi,2024-06-01,2024-06-03,15459.69,15459.69,2,Paid on Time
PAY0006258,LN00677,MEM0526,Nairobi,2024-07-01,2024-07-25,15459.69,15459.69,24,Late Payment
PAY0006259,LN00677,MEM0526,Nairobi,2024-08-01,2024-08-05,15459.69,15459.69,4,Paid on Time
PAY0006260,LN00677,MEM0526,Nairobi,2024-09-01,2024-09-04,15459.69,15459.69,3,Paid on Time
PAY0006261,LN00677,MEM0526,Nairobi,2024-10-01,2024-10-06,15459.69,15459.69,5,Paid on Time
PAY0006262,LN00677,MEM0526,Nairobi,2024-11-01,2024-11-01,15459.69,15459.69,0,Paid on Time
PAY0006263,LN00677,MEM0526,Nairobi,2024-12-01,2024-12-04,15459.69,15459.69,3,Paid on Time
PAY0006264,LN00678,MEM0527,Nairobi,2023-06-28,2023-06-29,37351.44,37351.44,1,Paid on Time
PAY0006265,LN00678,MEM0527,Nairobi,2023-07-28,2023-07-30,37351.44,37351.44,2,Paid on Time
PAY0006266,LN00678,MEM0527,Nairobi,2023-08-28,2023-08-30,37351.44,37351.44,2,Paid on Time
PAY0006267,LN00678,MEM0527,Nairobi,2023-09-28,2023-09-30,37351.44,37351.44,2,Paid on Time
PAY0006268,LN00678,MEM0527,Nairobi,2023-10-28,2023-10-29,37351.44,37351.44,1,Paid on Time
PAY0006269,LN00678,MEM0527,Nairobi,2023-11-28,2023-12-26,37351.44,18675.72,28,Partial Payment
PAY0006270,LN00678,MEM0527,Nairobi,2023-12-28,2024-01-02,37351.44,37351.44,5,Paid on Time
PAY0006271,LN00678,MEM0527,Nairobi,2024-01-28,2024-01-28,37351.44,37351.44,0,Paid on Time
PAY0006272,LN00678,MEM0527,Nairobi,2024-02-28,2024-03-02,37351.44,37351.44,3,Paid on Time
PAY0006273,LN00678,MEM0527,Nairobi,2024-03-28,2024-04-02,37351.44,37351.44,5,Paid on Time
PAY0006274,LN00678,MEM0527,Nairobi,2024-04-28,2024-04-29,37351.44,37351.44,1,Paid on Time
PAY0006275,LN00678,MEM0527,Nairobi,2024-05-28,2024-05-29,37351.44,37351.44,1,Paid on Time
PAY0006276,LN00679,MEM0527,Nairobi,2024-08-23,2024-08-28,28702.14,28702.14,5,Paid on Time
PAY0006277,LN00679,MEM0527,Nairobi,2024-09-23,2024-09-28,28702.14,28702.14,5,Paid on Time
PAY0006278,LN00679,MEM0527,Nairobi,2024-10-23,2024-10-27,28702.14,28702.14,4,Paid on Time
PAY0006279,LN00679,MEM0527,Nairobi,2024-11-23,2024-11-23,28702.14,28702.14,0,Paid on Time
PAY0006280,LN00679,MEM0527,Nairobi,2024-12-23,2024-12-24,28702.14,28702.14,1,Paid on Time
PAY0006281,LN00680,MEM0528,Nakuru,2023-04-21,2023-04-22,7000.05,7000.05,1,Paid on Time
PAY0006282,LN00680,MEM0528,Nakuru,2023-05-21,2023-05-26,7000.05,7000.05,5,Paid on Time
PAY0006283,LN00680,MEM0528,Nakuru,2023-06-21,2023-06-22,7000.05,7000.05,1,Paid on Time
PAY0006284,LN00680,MEM0528,Nakuru,2023-07-21,2023-07-24,7000.05,7000.05,3,Paid on Time
PAY0006285,LN00680,MEM0528,Nakuru,2023-08-21,2023-08-25,7000.05,7000.05,4,Paid on Time
PAY0006286,LN00680,MEM0528,Nakuru,2023-09-21,2023-09-24,7000.05,7000.05,3,Paid on Time
PAY0006287,LN00680,MEM0528,Nakuru,2023-10-21,2023-10-22,7000.05,7000.05,1,Paid on Time
PAY0006288,LN00680,MEM0528,Nakuru,2023-11-21,2023-11-21,7000.05,7000.05,0,Paid on Time
PAY0006289,LN00680,MEM0528,Nakuru,2023-12-21,2023-12-24,7000.05,7000.05,3,Paid on Time
PAY0006290,LN00680,MEM0528,Nakuru,2024-01-21,2024-01-22,7000.05,7000.05,1,Paid on Time
PAY0006291,LN00680,MEM0528,Nakuru,2024-02-21,2024-02-26,7000.05,7000.05,5,Paid on Time
PAY0006292,LN00680,MEM0528,Nakuru,2024-03-21,2024-03-21,7000.05,7000.05,0,Paid on Time
PAY0006293,LN00680,MEM0528,Nakuru,2024-04-21,2024-04-26,7000.05,7000.05,5,Paid on Time
PAY0006294,LN00680,MEM0528,Nakuru,2024-05-21,2024-05-22,7000.05,7000.05,1,Paid on Time
PAY0006295,LN00680,MEM0528,Nakuru,2024-06-21,2024-06-24,7000.05,7000.05,3,Paid on Time
PAY0006296,LN00680,MEM0528,Nakuru,2024-07-21,2024-07-25,7000.05,7000.05,4,Paid on Time
PAY0006297,LN00680,MEM0528,Nakuru,2024-08-21,2024-08-22,7000.05,7000.05,1,Paid on Time
PAY0006298,LN00680,MEM0528,Nakuru,2024-09-21,2024-10-09,7000.05,3500.03,18,Partial Payment
PAY0006299,LN00680,MEM0528,Nakuru,2024-10-21,2024-10-24,7000.05,7000.05,3,Paid on Time
PAY0006300,LN00680,MEM0528,Nakuru,2024-11-21,2024-11-25,7000.05,7000.05,4,Paid on Time
PAY0006301,LN00680,MEM0528,Nakuru,2024-12-21,2024-12-25,7000.05,7000.05,4,Paid on Time
PAY0006302,LN00681,MEM0528,Nakuru,2024-03-21,2024-03-24,13226.74,13226.74,3,Paid on Time
PAY0006303,LN00681,MEM0528,Nakuru,2024-04-21,2024-04-21,13226.74,13226.74,0,Paid on Time
PAY0006304,LN00681,MEM0528,Nakuru,2024-05-21,2024-05-25,13226.74,13226.74,4,Paid on Time
PAY0006305,LN00681,MEM0528,Nakuru,2024-06-21,2024-06-24,13226.74,13226.74,3,Paid on Time
PAY0006306,LN00681,MEM0528,Nakuru,2024-07-21,2024-07-26,13226.74,13226.74,5,Paid on Time
PAY0006307,LN00681,MEM0528,Nakuru,2024-08-21,2024-08-26,13226.74,13226.74,5,Paid on Time
PAY0006308,LN00681,MEM0528,Nakuru,2024-09-21,2024-09-21,13226.74,13226.74,0,Paid on Time
PAY0006309,LN00681,MEM0528,Nakuru,2024-10-21,2024-10-25,13226.74,13226.74,4,Paid on Time
PAY0006310,LN00681,MEM0528,Nakuru,2024-11-21,2024-11-24,13226.74,13226.74,3,Paid on Time
PAY0006311,LN00681,MEM0528,Nakuru,2024-12-21,2024-12-21,13226.74,13226.74,0,Paid on Time
PAY0006312,LN00682,MEM0530,Nairobi,2023-09-18,2023-09-23,32756.32,32756.32,5,Paid on Time
PAY0006313,LN00682,MEM0530,Nairobi,2023-10-18,2023-10-22,32756.32,32756.32,4,Paid on Time
PAY0006314,LN00682,MEM0530,Nairobi,2023-11-18,2023-12-11,32756.32,16378.16,23,Partial Payment
PAY0006315,LN00682,MEM0530,Nairobi,2023-12-18,2023-12-20,32756.32,32756.32,2,Paid on Time
PAY0006316,LN00682,MEM0530,Nairobi,2024-01-18,2024-01-19,32756.32,32756.32,1,Paid on Time
PAY0006317,LN00682,MEM0530,Nairobi,2024-02-18,2024-02-20,32756.32,32756.32,2,Paid on Time
PAY0006318,LN00682,MEM0530,Nairobi,2024-03-18,2024-03-19,32756.32,32756.32,1,Paid on Time
PAY0006319,LN00682,MEM0530,Nairobi,2024-04-18,2024-04-18,32756.32,32756.32,0,Paid on Time
PAY0006320,LN00682,MEM0530,Nairobi,2024-05-18,2024-05-18,32756.32,32756.32,0,Paid on Time
PAY0006321,LN00682,MEM0530,Nairobi,2024-06-18,2024-06-20,32756.32,32756.32,2,Paid on Time
PAY0006322,LN00682,MEM0530,Nairobi,2024-07-18,2024-07-20,32756.32,32756.32,2,Paid on Time
PAY0006323,LN00682,MEM0530,Nairobi,2024-08-18,2024-08-23,32756.32,32756.32,5,Paid on Time
PAY0006324,LN00682,MEM0530,Nairobi,2024-09-18,2024-10-08,32756.32,32756.32,20,Late Payment
PAY0006325,LN00682,MEM0530,Nairobi,2024-10-18,2024-10-18,32756.32,32756.32,0,Paid on Time
PAY0006326,LN00682,MEM0530,Nairobi,2024-11-18,2024-11-21,32756.32,32756.32,3,Paid on Time
PAY0006327,LN00682,MEM0530,Nairobi,2024-12-18,2024-12-19,32756.32,32756.32,1,Paid on Time
PAY0006328,LN00683,MEM0530,Nairobi,2023-05-23,2023-07-25,7792.8,2867.45,63,Partial Payment
PAY0006329,LN00683,MEM0530,Nairobi,2023-06-23,2023-09-07,7792.8,4083.82,76,Partial Payment
PAY0006330,LN00683,MEM0530,Nairobi,2023-07-23,2023-10-12,7792.8,2397.9,81,Partial Payment
PAY0006331,LN00683,MEM0530,Nairobi,2023-08-23,2023-10-28,7792.8,2786.86,66,Partial Payment
PAY0006332,LN00683,MEM0530,Nairobi,2023-09-23,2023-11-24,7792.8,2536.31,62,Partial Payment
PAY0006333,LN00683,MEM0530,Nairobi,2023-10-23,2024-01-16,7792.8,4983.89,85,Partial Payment
PAY0006334,LN00683,MEM0530,Nairobi,2023-11-23,2024-02-16,7792.8,3114.44,85,Partial Payment
PAY0006335,LN00683,MEM0530,Nairobi,2023-12-23,2024-02-22,7792.8,3924.93,61,Partial Payment
PAY0006336,LN00683,MEM0530,Nairobi,2024-01-23,2024-04-05,7792.8,4084.88,73,Partial Payment
PAY0006337,LN00683,MEM0530,Nairobi,2024-02-23,2024-05-13,7792.8,2839.21,80,Partial Payment
PAY0006338,LN00683,MEM0530,Nairobi,2024-03-23,2024-06-03,7792.8,4665.88,72,Partial Payment
PAY0006339,LN00683,MEM0530,Nairobi,2024-04-23,2024-06-27,7792.8,4318.41,65,Partial Payment
PAY0006340,LN00684,MEM0531,Kisumu,2024-07-15,2024-09-19,20260.78,10993.06,66,Partial Payment
PAY0006341,LN00684,MEM0531,Kisumu,2024-08-15,2024-10-17,20260.78,7028.34,63,Partial Payment
PAY0006342,LN00684,MEM0531,Kisumu,2024-09-15,2024-11-19,20260.78,11257.3,65,Partial Payment
PAY0006343,LN00684,MEM0531,Kisumu,2024-10-15,2024-12-28,20260.78,9333.0,74,Partial Payment
PAY0006344,LN00684,MEM0531,Kisumu,2024-11-15,2025-01-25,20260.78,8941.9,71,Partial Payment
PAY0006345,LN00684,MEM0531,Kisumu,2024-12-15,2025-03-02,20260.78,7875.67,77,Partial Payment
PAY0006346,LN00685,MEM0531,Kisumu,2024-06-04,2024-06-09,10921.26,10921.26,5,Paid on Time
PAY0006347,LN00685,MEM0531,Kisumu,2024-07-04,2024-07-06,10921.26,10921.26,2,Paid on Time
PAY0006348,LN00685,MEM0531,Kisumu,2024-08-04,2024-08-09,10921.26,10921.26,5,Paid on Time
PAY0006349,LN00685,MEM0531,Kisumu,2024-09-04,2024-09-08,10921.26,10921.26,4,Paid on Time
PAY0006350,LN00685,MEM0531,Kisumu,2024-10-04,2024-10-09,10921.26,10921.26,5,Paid on Time
